pruning,,hanoi4-18_h2,hanoi4-18_h2,hanoi4-18_h0,hanoi4-18_h0,hanoi4-18_h1,hanoi4-18_h1
algorithm,,astar,idastart,astar,idastart,astar,idastart
file,instance,,,,,,
hanoi_4p18d.d=2000000,0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000000,1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
