pruning,,hanoi4-18_h2,hanoi4-18_h2,hanoi4-18_h0,hanoi4-18_h0,hanoi4-18_h1,hanoi4-18_h1
hanoi_4p18d.d=2000000,0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=015,0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=005,1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=2000,0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
hanoi_4p18d.d=010,0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')","(False, '4', '18')","(False, '0', '0')"
