pruning,,hanoi4-14_h2,hanoi4-14_h2,hanoi4-14_h1,hanoi4-14_h1,hanoi4-14_h0,hanoi4-14_h0
algorithm,,astar,idastart,astar,idastart,astar,idastart
file,instance,,,,,,
hanoi_4p14d.d=015,0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=015,1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=015,1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=015,0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=005,0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=010,1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
hanoi_4p14d.d=2000,1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0,"(False, '0', '0')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')","(False, '4', '14')","(False, '0', '0')"
