pruning,,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h1
topspin_17_4.d=2000000,9 4 2 15 10 7 0 3 5 12 8 1 14 13 6 11 16,0,92454688,5438511,7,17.836807250976562,0,98871305,5815962,7,18.539220333099365,0,33688152,1981656,15,64.75567579269409,0,97116449,5712738,13,79.08290982246399,0,92401478,5435381,7,16.58009362220764,0,98817334,5812787,7,17.37645435333252,0,33656362,1979786,15,61.74742007255554,0,97117025,5712771,13,78.70081186294556
topspin_17_4.d=2000000,2 9 3 14 13 15 5 7 11 12 1 4 0 10 6 8 16,0,92466503,5439206,7,16.59551763534546,0,98917138,5818659,7,17.33674669265747,0,32793578,1929034,14,60.45290160179138,0,96948767,5702875,12,75.98262739181519,0,92481293,5440076,7,16.574334144592285,0,98888132,5816952,7,17.281336784362793,0,32778414,1928142,14,60.76547694206238,0,96946434,5702739,12,76.34647917747498
topspin_17_4.d=2000000,10 7 1 4 11 12 0 13 8 9 5 15 6 3 2 14 16,0,92411287,5435958,7,16.699075937271118,0,98993697,5823163,7,18.116760730743408,0,33250215,1955896,14,62.05805325508118,0,96948757,5702873,12,76.91891717910767,0,92374878,5433817,7,17.769370079040527,0,98956597,5820980,7,17.34066915512085,0,33249688,1955864,14,61.694480895996094,0,96955151,5703248,12,76.94998979568481
topspin_17_4.d=005,15 3 2 1 14 4 5 10 11 7 6 13 12 8 9 0 16,1,3570001,210000,6,1.0190210342407227,1,3793123,223127,6,1.0188438892364502,1,969,57,6,1.0139524936676025,1,932,57,6,1.0136630535125732,1,3570001,210000,6,1.0207953453063965,1,3793123,223127,6,1.0199289321899414,1,969,57,6,1.0142326354980469,1,932,57,6,1.0130879878997803
topspin_17_4.d=005,15 14 1 0 2 3 4 5 6 7 8 9 10 11 12 13 16,1,10082,593,4,1.002432107925415,1,10710,631,4,1.003774881362915,1,969,57,4,1.0156645774841309,1,220,14,4,1.0142085552215576,1,10082,593,4,1.0024142265319824,1,10710,631,4,1.0039472579956055,1,969,57,4,1.0171048641204834,1,220,14,4,1.014763593673706
topspin_17_4.d=005,0 3 4 5 6 7 8 9 2 13 14 10 1 11 12 15 16,1,13834686,813805,6,3.049677848815918,1,14699350,864669,6,3.0497560501098633,1,493,29,5,1.0135009288787842,1,95,7,6,1.013927698135376,1,13834686,813805,6,3.04789400100708,1,14699350,864669,6,3.0486342906951904,1,493,29,5,1.0133130550384521,1,95,7,6,1.0136682987213135
topspin_17_4.d=005,4 5 6 7 8 9 10 11 12 15 3 0 13 14 2 1 16,1,16861400,991847,6,4.052891731262207,1,17915233,1053838,6,4.053277492523193,1,27353,1609,6,1.0133287906646729,1,74769,4399,6,1.0141611099243164,1,16861400,991847,6,4.0571160316467285,1,17915233,1053838,6,4.056933403015137,1,27353,1609,6,1.0142626762390137,1,74769,4399,6,1.0139076709747314
topspin_17_4.d=005,15 14 1 0 2 3 4 5 10 11 7 6 9 8 12 13 16,1,2230758,131221,6,1.0143423080444336,1,2370177,139424,6,1.0155048370361328,1,2890,170,6,1.0132746696472168,1,988,60,6,1.01393461227417,1,2230758,131221,6,1.0152220726013184,1,2370177,139424,6,1.0153188705444336,1,2890,170,6,1.0135571956634521,1,988,60,6,1.0135114192962646
topspin_17_4.d=005,3 7 6 5 10 9 8 4 14 13 12 11 0 1 2 15 16,1,7314540,430267,6,2.0301318168640137,1,7771696,457161,6,2.0296943187713623,1,935,55,6,1.0137169361114502,1,740,46,6,1.0135762691497803,1,7314540,430267,6,2.0294132232666016,1,7771696,457161,6,2.0310568809509277,1,935,55,6,1.0149009227752686,1,740,46,6,1.0144855976104736
topspin_17_4.d=005,9 8 14 15 13 12 10 0 1 2 3 4 5 6 7 11 16,1,5684529,334384,6,2.02586030960083,1,6039808,355284,6,2.026503324508667,1,425,25,6,1.0135798454284668,1,149,10,5,1.013671636581421,1,5684529,334384,6,1.0231029987335205,1,6039808,355284,6,2.026890754699707,1,425,25,6,1.0155766010284424,1,149,10,5,1.0142111778259277
topspin_17_4.d=005,0 1 2 3 8 6 5 4 13 14 7 9 10 12 11 15 16,1,7819389,459964,6,2.0318641662597656,1,8308098,488714,6,2.032012462615967,1,85,5,5,1.0140008926391602,1,44,5,5,1.0165259838104248,1,7819389,459964,6,2.0313475131988525,1,8308098,488714,6,2.031625509262085,1,85,5,5,1.0141620635986328,1,44,5,5,1.013273000717163
topspin_17_4.d=005,0 1 4 5 9 8 11 10 6 14 13 12 7 15 2 3 16,1,14812645,871332,6,3.052076816558838,1,15738432,925792,6,3.0512943267822266,1,425,25,6,1.0136816501617432,1,120,9,6,1.0136699676513672,1,14812645,871332,6,3.0490598678588867,1,15738432,925792,6,3.049684762954712,1,425,25,6,1.0136561393737793,1,120,9,6,1.014280080795288
topspin_17_4.d=005,12 11 10 0 13 14 15 1 2 3 4 7 8 9 5 6 16,1,6750752,397103,6,2.028247117996216,1,7172670,421923,6,2.0311379432678223,1,1020,60,6,1.014237403869629,1,386,24,5,1.018998622894287,1,6750752,397103,6,2.0284526348114014,1,7172670,421923,6,2.0292932987213135,1,1020,60,6,1.0172185897827148,1,386,24,5,1.0140783786773682
topspin_17_4.d=2000,7 10 4 14 9 3 1 5 0 11 13 2 8 6 12 15 16,0,90596758,5329222,7,16.048398971557617,0,97054489,5709092,7,16.965625286102295,0,34469030,2027590,15,63.16222810745239,0,97003945,5706121,13,75.30696749687195,0,90617927,5330467,7,16.075546503067017,0,97042875,5708408,7,18.037204027175903,0,34469241,2027603,15,63.724289655685425,0,96982998,5704888,13,74.80162763595581
topspin_17_4.d=2000,3 13 4 12 14 5 10 11 1 9 6 8 15 0 7 2 16,0,92455232,5438543,7,16.662129163742065,0,99047114,5826305,7,17.487366199493408,0,32449073,1908769,14,60.719029664993286,0,96929622,5701747,11,75.82902312278748,0,92481293,5440076,7,16.787248611450195,0,99015787,5824462,7,18.640839338302612,0,32443179,1908423,14,63.743494272232056,0,96992300,5705433,11,74.01227307319641
topspin_17_4.d=2000,2 9 11 13 0 1 5 3 4 12 14 15 8 6 10 7 16,0,92503019,5441354,7,17.87039542198181,0,98948477,5820502,7,18.590444087982178,0,33383784,1963752,14,64.31471514701843,0,97028276,5707549,12,81.3570499420166,0,92481293,5440076,7,16.404435634613037,0,98896836,5817464,7,17.164812088012695,0,33348356,1961668,14,60.23660182952881,0,96935461,5702088,12,77.5117814540863
topspin_17_4.d=2000,4 13 2 10 0 14 11 6 3 8 15 12 7 1 5 9 16,0,92498123,5441066,7,16.658740758895874,0,98876525,5816270,7,17.378496408462524,0,34134757,2007927,15,62.320332288742065,0,96986490,5705092,13,77.97873306274414,0,92428089,5436947,7,16.62993025779724,0,98882323,5816610,7,17.415075302124023,0,34111996,2006588,15,63.14792251586914,0,96992297,5705434,13,76.68795847892761
topspin_17_4.d=2000,12 10 6 8 15 3 2 11 14 5 13 7 9 0 1 4 16,0,92454688,5438511,7,17.7809476852417,0,98921781,5818932,7,18.51667308807373,0,33698947,1982291,15,61.41300368309021,0,97038133,5708130,13,77.82670021057129,0,92454688,5438511,7,17.78810977935791,0,98871883,5815997,7,18.478123426437378,0,33634942,1978526,15,65.27243423461914,0,97000423,5705911,13,78.23529362678528
topspin_17_4.d=2000,7 1 14 4 2 5 15 12 9 3 8 13 10 11 6 0 16,0,92481293,5440076,7,17.80384874343872,0,98945583,5820331,7,17.56019115447998,0,32862513,1933089,14,62.930378675460815,0,97041192,5708311,13,77.74509811401367,0,92481293,5440076,7,17.71959161758423,0,98906112,5818011,7,17.221394538879395,0,32773943,1927879,14,60.39647674560547,0,97117608,5712805,13,78.3763074874878
topspin_17_4.d=2000,9 0 1 11 4 10 7 5 14 2 3 13 8 6 15 12 16,0,92481293,5440076,7,16.636805772781372,0,98871305,5815962,7,17.39715838432312,0,34918459,2054027,15,64.44577360153198,0,97029207,5707606,13,76.7565553188324,0,92454688,5438511,7,17.717708349227905,0,98911911,5818352,7,17.228386163711548,0,34757112,2044536,15,66.62391781806946,0,97088580,5711098,13,76.69527220726013
topspin_17_4.d=2000,2 7 8 13 14 4 9 11 3 10 1 6 5 0 12 15 16,0,92534503,5443206,7,16.981914043426514,0,98925842,5819171,7,18.601981163024902,0,33587733,1975749,14,62.344887018203735,0,97106026,5712125,13,76.8236186504364,0,92454688,5438511,7,16.556212425231934,0,98874774,5816168,7,17.236425161361694,0,33574524,1974972,14,61.549915075302124,0,97102548,5711920,13,75.6105055809021
topspin_17_4.d=2000,13 6 2 15 5 12 9 0 1 7 8 3 14 10 4 11 16,0,92481293,5440076,7,16.747132062911987,0,98889278,5817020,7,18.620089769363403,0,33416594,1965682,14,63.312188386917114,0,97140253,5714137,12,77.44292092323303,0,92444375,5437905,7,16.636671543121338,0,98867819,5815758,7,17.419119596481323,0,33402178,1964834,14,61.71475601196289,0,97080488,5710622,12,78.15233325958252
topspin_17_4.d=2000,1 9 0 8 2 12 3 11 6 4 15 13 7 10 14 5 16,0,92503552,5441386,7,16.689998149871826,0,98902643,5817805,7,17.440646409988403,0,33808340,1988726,15,62.12824296951294,0,97095169,5711485,13,77.4269335269928,0,92428089,5436947,7,16.579051733016968,0,98879815,5816464,7,17.26984691619873,0,33788775,1987575,15,61.966081619262695,0,96073393,5651381,13,75.43213653564453
topspin_17_4.d=015,13 12 11 1 14 2 3 10 9 7 6 8 4 15 5 0 16,0,92461038,5438885,7,17.86472511291504,0,98896250,5817430,7,17.42800498008728,0,31715727,1865631,14,59.589351415634155,0,96958581,5703452,11,75.85662984848022,0,92524184,5442599,7,17.019320964813232,0,98982678,5822513,7,18.604007244110107,0,31763514,1868442,14,62.58094930648804,0,96954528,5703213,11,77.71665072441101
topspin_17_4.d=015,13 1 15 14 3 4 0 7 6 5 12 2 8 9 10 11 16,0,92486725,5440396,7,16.710188627243042,0,99007094,5823949,7,17.699735403060913,0,32220661,1895334,13,60.76179003715515,0,96987149,5705132,11,76.61259913444519,0,92454688,5438511,7,16.52336597442627,0,98968739,5821695,7,17.2598078250885,0,32192370,1893669,13,59.92577862739563,0,96977648,5704573,11,74.95021653175354
topspin_17_4.d=015,1 14 2 4 0 5 6 7 8 9 10 3 13 12 11 15 16,0,92470371,5439434,7,16.85083794593811,0,99027396,5825144,7,18.646077871322632,1,2231216,131248,10,5.032999753952026,0,96906406,5700381,9,76.36980438232422,0,92428089,5436947,7,16.584831714630127,0,98783101,5810774,7,17.316581964492798,1,3122135,183655,10,6.039876699447632,0,96823972,5695532,9,77.83575963973999
topspin_17_4.d=015,6 7 12 10 9 14 2 15 8 0 1 11 13 5 4 3 16,0,92295073,5429122,7,17.45459818840027,0,98897419,5817498,7,17.400997638702393,1,3556808,209224,12,7.042023658752441,0,96934818,5702054,11,77.40160799026489,0,92369994,5433529,7,16.550326108932495,0,98889206,5817016,7,18.437005519866943,1,3556808,209224,12,7.042841196060181,0,96904069,5700244,11,77.68678426742554
topspin_17_4.d=015,5 12 14 7 8 11 13 15 1 2 3 4 0 9 10 6 16,0,92454688,5438511,7,17.83880639076233,0,98953689,5820809,7,18.62787389755249,1,3929448,231144,13,8.04646611213684,0,96918589,5701098,12,77.36791849136353,0,92401478,5435381,7,17.69670343399048,0,98864914,5815587,7,18.436100959777832,1,3929448,231144,13,8.047539949417114,0,96884358,5699083,12,77.9352548122406
topspin_17_4.d=015,13 6 5 0 2 1 12 11 3 15 8 7 9 10 14 4 16,0,92495420,5440907,7,17.845092296600342,0,99056985,5826885,7,17.83827805519104,1,21638943,1272879,14,43.145864963531494,0,97075301,5710318,12,77.36855030059814,0,92348273,5432252,7,17.646908044815063,0,98833109,5813716,7,18.402018547058105,1,21638943,1272879,14,43.147987842559814,0,97116471,5712739,12,77.94895458221436
topspin_17_4.d=015,9 14 1 7 3 6 10 5 4 2 12 15 11 8 0 13 16,0,92507898,5441641,7,17.593928337097168,0,98939779,5819989,7,18.528564929962158,0,32830961,1931233,15,63.88804340362549,0,97173321,5716085,13,77.68515968322754,0,92428089,5436947,7,17.709714651107788,0,98865497,5815621,7,18.550464630126953,0,32803132,1929596,15,65.73627495765686,0,97091443,5711266,13,74.26944017410278
topspin_17_4.d=015,0 10 3 7 6 5 12 9 8 13 14 1 4 11 2 15 16,0,92481293,5440076,7,17.79411005973816,0,98921781,5818932,7,17.310763597488403,1,27462072,1615416,14,51.177499771118164,0,97049171,5708780,12,75.18707537651062,0,92401478,5435381,7,17.73171639442444,0,98814692,5812632,7,18.424726009368896,1,22635551,1331503,14,45.1520893573761,0,97077004,5710418,12,74.34009838104248
topspin_17_4.d=015,9 10 13 12 2 3 11 1 14 15 7 6 5 4 8 0 16,0,92481293,5440076,7,16.841817140579224,0,99009988,5824120,7,18.63359546661377,1,3015579,177387,12,6.0395119190216064,0,96837920,5696351,11,74.53900742530823,0,92454688,5438511,7,16.547239542007446,0,98978649,5822277,7,17.272059679031372,1,3015579,177387,12,6.038635015487671,0,96772352,5692495,11,74.2944347858429
topspin_17_4.d=015,13 1 2 6 14 3 7 9 5 4 10 11 12 15 0 8 16,0,92508986,5441705,7,16.668875455856323,0,99101088,5829479,7,18.71043825149536,0,34165801,2009753,14,65.46529221534729,0,96993977,5705534,13,74.00413680076599,0,92268470,5427557,7,16.587180614471436,0,98832605,5813686,7,17.361069917678833,0,34166124,2009773,14,62.53088927268982,0,96974895,5704409,13,78.16527915000916
topspin_17_4.d=010,0 1 3 4 9 5 2 7 6 10 11 12 13 15 14 8 16,0,92481293,5440076,7,17.830060482025146,0,99042471,5826032,7,18.58958649635315,1,587792,34576,11,2.0187923908233643,1,18129829,1066466,11,14.062384128570557,0,92454688,5438511,7,16.590936422348022,0,98867819,5815758,7,17.27139711380005,1,587792,34576,11,2.0191259384155273,1,18129829,1066466,11,14.063574075698853
topspin_17_4.d=010,3 4 9 10 11 15 12 13 1 2 6 5 8 7 14 0 16,0,92241864,5425992,7,16.618202686309814,0,98607864,5800466,7,18.541402578353882,1,622829,36637,11,2.018678903579712,1,42680929,2510645,11,35.10683536529541,0,92321668,5430687,7,16.58895969390869,0,98757572,5809272,7,17.322791576385498,1,622829,36637,11,2.020169734954834,1,42680929,2510645,11,35.11213564872742
topspin_17_4.d=010,13 12 3 0 10 11 2 14 1 4 5 6 7 8 9 15 16,0,92348273,5432252,7,17.79474663734436,0,98834746,5813811,7,18.530773639678955,1,583950,34350,10,2.02063250541687,1,21437647,1261043,10,16.066932678222656,0,92055630,5415038,7,17.675086498260498,0,98842862,5814290,7,17.283260107040405,1,583950,34350,10,2.019376277923584,1,21437647,1261043,10,18.072875261306763
topspin_17_4.d=010,10 2 12 5 6 7 8 11 0 9 14 15 1 13 3 4 16,0,92188655,5422863,7,16.541901350021362,0,98749451,5808794,7,17.294328451156616,1,5423,319,9,1.0132641792297363,1,83078,4890,9,1.0140833854675293,0,92295073,5429122,7,17.703550100326538,0,98774383,5810262,7,17.189756870269775,1,5423,319,9,1.01430082321167,1,83078,4890,9,1.0143063068389893
topspin_17_4.d=010,1 13 4 5 6 7 8 9 10 14 2 11 15 12 3 0 16,0,92215259,5424427,7,16.59876322746277,0,98586404,5799202,7,17.372318029403687,1,13202438,776614,11,25.105051517486572,0,96946486,5702738,10,77.24240589141846,0,92162048,5421297,7,17.638493299484253,0,98729135,5807599,7,17.273427486419678,1,14157651,832803,11,28.110069513320923,0,97078183,5710488,10,78.39234352111816
topspin_17_4.d=010,2 3 13 11 0 4 5 6 7 8 9 10 14 15 12 1 16,0,92386280,5434488,7,17.50594449043274,0,98783101,5810774,7,18.505216598510742,1,286535,16855,9,1.016127347946167,1,1281162,75366,9,2.0181145668029785,0,92507898,5441641,7,16.55360174179077,0,98862603,5815450,7,17.242624759674072,1,286535,16855,9,1.0168921947479248,1,1281162,75366,9,2.0208473205566406
topspin_17_4.d=010,15 3 5 4 2 9 10 11 6 14 13 12 8 0 1 7 16,0,92239689,5425865,7,17.730688095092773,0,98671289,5804197,7,18.5639967918396,1,97818,5754,11,1.0144469738006592,1,1214867,71468,11,1.0170862674713135,0,92321668,5430687,7,16.57988715171814,0,98749995,5808826,7,17.342337369918823,1,97818,5754,11,1.0182626247406006,1,1214867,71468,11,2.0185256004333496
topspin_17_4.d=010,9 8 12 13 14 15 2 1 0 5 11 3 7 6 4 10 16,0,91922610,5407213,7,16.512256860733032,0,98376917,5786881,7,18.42314314842224,1,72165,4245,11,1.0146033763885498,1,1189489,69975,11,1.0174622535705566,0,91932078,5407770,7,17.630282640457153,0,98424498,5789680,7,18.447104930877686,1,72165,4245,11,1.0153865814208984,1,1189489,69975,11,1.0194659233093262
topspin_17_4.d=010,11 12 8 7 13 14 15 10 9 5 6 3 2 1 4 0 16,0,91922610,5407213,7,17.66541075706482,0,98562057,5797771,7,17.270869970321655,1,212534,12502,11,1.0158419609069824,1,3405242,200313,11,3.0256435871124268,0,91949216,5408778,7,17.62141990661621,0,98453503,5791387,7,18.359458446502686,1,212534,12502,11,1.0161900520324707,1,3405242,200313,11,3.0237746238708496
topspin_17_4.d=010,8 0 1 2 3 4 5 13 15 7 10 11 9 6 14 12 16,0,92070288,5415900,7,17.742239713668823,0,98584075,5799067,7,18.459253549575806,1,57120,3360,11,1.0143589973449707,1,444684,26160,11,1.0150375366210938,0,91896005,5405648,7,16.475226163864136,0,98393742,5787871,7,17.20979356765747,1,57120,3360,11,1.0141088962554932,1,444684,26160,11,1.0154812335968018
