pruning,,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h1,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0,topspin_14_4_h0
algorithm,,bfs,bfs,bfs,bfs,bfs,iddfs,iddfs,iddfs,iddfs,iddfs,astar,astar,astar,astar,astar,idastar,idastar,idastar,idastar,idastar,bfs,bfs,bfs,bfs,bfs,iddfs,iddfs,iddfs,iddfs,iddfs,astar,astar,astar,astar,astar,idastar,idastar,idastar,idastar,idastar
info,,f,g,e,d,t,f,g,e,d,t,f,g,e,d,t,f,g,e,d,t,f,g,e,d,t,f,g,e,d,t,f,g,e,d,t,f,g,e,d,t
file,instance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topspin_14_4.d=2000000,3 6 12 2 8 1 7 5 9 0 4 11 10 13,0,102284114,7306009,7,18.008604288101196,0,110172969,7869500,7,18.828185558319092,1,15330,1095,11,1.0090489387512207,1,560894,40070,11,1.0116534233093262,0,102239439,7302817,7,17.091572523117065,0,109903640,7850263,7,18.41967487335205,1,15330,1095,11,1.0085785388946533,1,560894,40070,11,1.014838695526123
topspin_14_4.d=010,4 9 10 1 5 8 11 12 2 3 7 6 0 13,0,102112414,7293744,7,18.104700326919556,0,110245769,7874701,7,18.015788078308105,1,7042,503,9,1.008420467376709,1,15511,1111,9,1.0094707012176514,0,101772077,7269435,7,17.091832160949707,0,109904285,7850309,7,18.13730788230896,1,7042,503,9,1.0083138942718506,1,15511,1111,9,1.0085361003875732
topspin_14_4.d=010,9 7 1 0 3 4 5 10 2 6 12 8 11 13,0,102036313,7288308,7,16.758957862854004,0,110261230,7875805,7,18.54871368408203,1,395906,28279,11,1.0173583030700684,0,109362378,7811602,11,67.2105758190155,0,102006957,7286212,7,18.302345275878906,0,109935207,7852519,7,18.90525770187378,1,395906,28279,11,1.0136079788208008,0,109162679,7797338,11,66.86019444465637
topspin_14_4.d=010,9 6 11 3 1 0 12 7 8 2 10 5 4 13,0,102254419,7303887,7,17.268418312072754,0,110144610,7867475,7,18.79505157470703,1,86968,6212,11,1.0093772411346436,1,2196523,156899,11,2.0183284282684326,0,102053695,7289550,7,18.297087907791138,0,109948910,7853495,7,17.857022047042847,1,86968,6212,11,1.0099773406982422,1,2196523,156899,11,2.0200841426849365
topspin_14_4.d=010,7 3 8 1 4 5 6 12 10 0 2 11 9 13,0,102124401,7294601,7,16.784542322158813,0,110179407,7869960,7,17.91182017326355,1,240940,17210,11,1.0114760398864746,1,9710499,693610,11,6.037402868270874,0,101749679,7267835,7,18.214031219482422,0,109936503,7852610,7,18.830668926239014,1,240940,17210,11,1.0119869709014893,1,9710499,693610,11,6.036770343780518
topspin_14_4.d=010,0 7 6 5 4 8 9 1 10 2 3 12 11 13,1,20307771,1450555,7,4.061752796173096,1,21869904,1562139,7,4.0617995262146,1,154,11,6,1.0089187622070312,1,41,6,6,1.0110447406768799,1,20307771,1450555,7,4.062767028808594,1,21869904,1562139,7,4.062772274017334,1,154,11,6,1.0077483654022217,1,41,6,6,1.0106980800628662
topspin_14_4.d=010,9 5 3 11 10 6 0 4 7 1 2 12 8 13,0,102271191,7305086,7,17.130430936813354,0,110176181,7869730,7,18.05792474746704,1,34048,2432,11,1.0109763145446777,1,560664,40052,11,1.0114719867706299,0,101772077,7269435,7,16.987237215042114,0,109966791,7854772,7,17.812635898590088,1,34048,2432,11,1.0106399059295654,1,560664,40052,11,1.0139222145080566
topspin_14_4.d=010,4 10 2 5 6 7 0 12 11 9 3 8 1 13,0,102006957,7286212,7,16.933546543121338,0,110205174,7871801,7,18.127580642700195,1,116494,8321,11,1.0100328922271729,1,5025531,358968,11,4.024880886077881,0,101830793,7273629,7,18.223891019821167,0,110040246,7860019,7,18.927093029022217,1,116494,8321,11,1.0097243785858154,1,5025531,358968,11,4.02532172203064
topspin_14_4.d=010,7 2 0 3 4 8 1 6 5 9 10 12 11 13,0,102289175,7306370,7,17.12986946105957,0,110169095,7869225,7,18.10983967781067,1,5992,428,9,1.0085375308990479,1,6326,455,9,1.0094964504241943,0,102136383,7295456,7,17.05573344230652,0,110011881,7857995,7,17.848824977874756,1,5992,428,9,1.00825834274292,1,6326,455,9,1.0091602802276611
topspin_14_4.d=010,4 5 6 3 10 11 1 7 8 9 2 12 0 13,0,102359279,7311377,7,17.221583604812622,0,110251570,7875115,7,18.28562879562378,1,219086,15649,11,1.0115728378295898,1,11121772,794417,11,7.0390849113464355,0,101830793,7273629,7,17.017601490020752,0,109951323,7853669,7,18.136719703674316,1,219086,15649,11,1.0112078189849854,1,11121772,794417,11,7.043063163757324
topspin_14_4.d=010,9 12 11 0 7 1 2 3 8 6 5 4 10 13,0,102300554,7307183,7,17.02831530570984,0,110109813,7864990,7,18.194533348083496,1,163352,11668,9,1.0114130973815918,1,5461185,390088,9,4.0267653465271,0,102133388,7295242,7,18.433980464935303,0,109935855,7852564,7,19.01181650161743,1,163352,11668,9,1.0099303722381592,1,5461185,390088,9,4.027681827545166
topspin_14_4.d=2000,9 4 11 12 5 8 6 10 0 2 3 1 7 13,0,102352685,7310906,7,18.024881839752197,0,110195510,7871112,7,18.848335027694702,1,314314,22451,12,1.0127301216125488,1,22512767,1608059,12,14.066412925720215,0,102124401,7294601,7,18.30187201499939,0,110015749,7858271,7,18.921464204788208,1,314314,22451,12,1.0116894245147705,1,22512767,1608059,12,14.062650918960571
topspin_14_4.d=2000,2 12 5 4 6 10 0 8 3 1 11 7 9 13,0,102271191,7305086,7,16.921074867248535,0,110220642,7872906,7,18.08684015274048,1,3256918,232637,13,6.039584636688232,1,94708841,6764922,13,58.17659616470337,0,102124401,7294601,7,18.309934377670288,0,110064728,7861768,7,17.770201683044434,1,3256918,232637,13,6.039367437362671,1,94708841,6764922,13,59.183329343795776
topspin_14_4.d=2000,11 3 6 10 12 8 2 7 1 9 0 5 4 13,0,102271191,7305086,7,17.09235692024231,0,110283143,7877370,7,18.191071033477783,1,4390078,313577,13,8.04938554763794,0,109402941,7814502,13,68.81322312355042,0,102133388,7295242,7,18.28274631500244,0,110036372,7859744,7,17.812493324279785,1,4390078,313577,13,8.050405740737915,0,109254751,7803916,13,66.9687819480896
topspin_14_4.d=2000,12 9 4 7 3 11 8 5 1 6 10 2 0 13,0,102271191,7305086,7,18.033900499343872,0,110208972,7872072,7,18.860551118850708,1,710878,50777,13,2.023573398590088,0,109357860,7811279,13,67.7913806438446,0,102153758,7296697,7,17.195472478866577,0,110087276,7863379,7,18.603419542312622,1,710878,50777,13,2.0175678730010986,0,109267008,7804790,13,68.19847822189331
topspin_14_4.d=2000,7 5 8 0 12 4 10 11 6 2 1 3 9 13,0,102271191,7305086,7,16.94174575805664,0,110159432,7868534,7,18.022166967391968,1,8110718,579337,14,14.07690978050232,0,109327979,7809147,13,67.129873752594,0,102153758,7296697,7,18.30345582962036,0,110091145,7863655,7,19.10529351234436,1,7522088,537292,14,13.080210447311401,0,109289991,7806436,13,66.64719009399414
topspin_14_4.d=2000,9 5 7 6 2 12 1 3 11 4 10 8 0 13,0,102230750,7302197,7,16.90818166732788,0,110156208,7868304,7,18.17386794090271,1,723142,51653,13,2.017416000366211,1,9986311,713314,13,7.037252902984619,0,102124401,7294601,7,17.122491598129272,0,110031222,7859375,7,18.149004220962524,1,723142,51653,13,2.0173165798187256,1,9986311,713314,13,7.038309812545776
topspin_14_4.d=2000,3 7 12 5 1 10 4 9 11 2 8 0 6 13,0,102304147,7307440,7,17.131763696670532,0,110185846,7870421,7,18.257049322128296,1,9722370,694455,14,17.08461093902588,0,109393295,7813811,13,68.27692031860352,0,102183117,7298794,7,17.47549057006836,0,110068591,7862045,7,18.18778920173645,1,9722370,694455,14,17.08575201034546,0,109264424,7804607,13,67.24429273605347
topspin_14_4.d=2000,3 9 2 6 0 7 10 4 5 12 1 8 11 13,0,102271191,7305086,7,18.25428295135498,0,110176181,7869730,7,18.810072422027588,1,8483328,605952,14,14.078815460205078,0,109428721,7816342,12,66.77592968940735,0,102212478,7300892,7,18.324257850646973,0,110129155,7866370,7,17.793405532836914,1,8483328,605952,14,15.079773902893066,0,109306935,7807645,12,67.08020424842834
topspin_14_4.d=2000,10 5 9 3 2 6 1 8 11 7 4 12 0 13,0,102265211,7304658,7,17.127551317214966,0,110194871,7871065,7,18.20094633102417,1,5168828,369202,13,11.055121898651123,0,109326278,7809026,12,67.52401900291443,0,102124401,7294601,7,18.337860822677612,0,110056992,7861216,7,18.87072992324829,1,5168828,369202,13,9.057585000991821,0,109170208,7797876,12,67.54975724220276
topspin_14_4.d=2000,3 9 11 8 0 7 12 5 1 2 4 10 6 13,0,102241236,7302946,7,17.98117995262146,0,110182624,7870191,7,18.831387281417847,1,6682872,477348,13,12.068067073822021,0,109330785,7809346,12,67.09860563278198,0,102065671,7290406,7,17.331168174743652,0,109916932,7851212,7,19.712427854537964,1,6682872,477348,13,11.064733743667603,0,109183855,7798854,12,66.83222699165344
topspin_14_4.d=015,11 9 0 6 7 8 2 10 5 1 3 4 12 13,0,102295166,7306798,7,17.97870659828186,0,110185201,7870375,7,17.741917371749878,1,95144,6796,11,1.0131235122680664,1,2822614,201620,11,2.0187764167785645,0,102065671,7290406,7,18.341236352920532,0,109890747,7849343,7,17.957741260528564,1,95144,6796,11,1.0097556114196777,1,2822614,201620,11,2.019512414932251
topspin_14_4.d=015,11 7 8 9 2 6 10 5 12 3 0 4 1 13,0,102016727,7286909,7,17.948039770126343,0,110232885,7873781,7,18.9361355304718,1,3365642,240403,13,6.042615652084351,1,70807665,5057696,13,44.15033149719238,0,102060283,7290021,7,18.309152126312256,0,109949317,7853524,7,17.97384476661682,1,3365642,240403,13,6.040489435195923,1,70807665,5057696,13,46.141371726989746
topspin_14_4.d=015,1 11 7 3 2 9 5 6 12 8 0 4 10 13,0,102271191,7305086,7,17.975159168243408,0,110214204,7872445,7,18.978408575057983,1,199696,14264,11,1.011577844619751,1,10783113,770226,11,7.0399041175842285,0,102095039,7292503,7,17.144227027893066,0,110017691,7858408,7,19.005051851272583,1,199696,14264,11,1.0113463401794434,1,10783113,770226,11,7.042136907577515
topspin_14_4.d=015,1 9 8 3 12 4 5 6 0 7 2 10 11 13,0,102329919,7309280,7,16.849079847335815,0,110216130,7872584,7,17.863201141357422,1,230790,16485,11,1.0115644931793213,1,30383323,2170240,11,19.078386068344116,0,102153758,7296697,7,17.136536359786987,0,109996425,7856890,7,18.94093894958496,1,230790,16485,11,1.0115702152252197,1,30383323,2170240,11,19.080456495285034
topspin_14_4.d=015,8 5 10 0 6 2 1 4 12 11 9 7 3 13,0,102271191,7305086,7,18.282580614089966,0,110201314,7871526,7,17.972973108291626,1,1549688,110692,13,3.026341438293457,0,109390779,7813631,12,66.54698371887207,0,102141775,7295841,7,17.16987705230713,0,109993854,7856705,7,18.003029823303223,1,1572676,112334,13,3.0251593589782715,0,109149684,7796410,12,66.45468521118164
topspin_14_4.d=015,6 0 7 9 5 12 2 3 1 8 11 10 4 13,0,102241840,7302989,7,17.247559785842896,0,110163300,7868810,7,18.44295907020569,1,1537004,109786,13,3.025824546813965,0,109458988,7818506,13,66.97377800941467,0,102095039,7292503,7,17.228920221328735,0,109970652,7855049,7,18.26305866241455,1,1294286,92449,13,3.0224947929382324,0,109156169,7796875,13,66.61777758598328
topspin_14_4.d=015,2 1 0 7 4 9 8 3 10 12 11 5 6 13,0,102300554,7307183,7,17.032172679901123,0,110172969,7869500,7,18.847654104232788,1,147280,10520,11,1.0107581615447998,1,5359609,382834,11,4.030596971511841,0,102124401,7294601,7,17.315927505493164,0,110031222,7859375,7,18.284720420837402,1,147280,10520,11,1.0099139213562012,1,5359609,382834,11,4.0244057178497314
topspin_14_4.d=015,4 5 2 10 1 11 0 3 8 7 9 12 6 13,0,102271191,7305086,7,16.904727935791016,0,110178759,7869914,7,18.193073987960815,1,1541372,110098,13,3.0249533653259277,0,109392639,7813767,12,66.95175766944885,0,102065671,7290406,7,18.308322191238403,0,109951971,7853715,7,18.958367109298706,1,1541372,110098,13,3.028498649597168,0,109159536,7797113,12,67.56029653549194
topspin_14_4.d=015,4 10 5 11 3 6 7 8 2 0 12 1 9 13,0,102309546,7307825,7,18.030433893203735,0,110245927,7874712,7,18.867892742156982,1,734790,52485,12,2.0198493003845215,1,90534734,6466773,12,56.173616886138916,0,102065671,7290406,7,17.20903205871582,0,109970652,7855049,7,17.870519161224365,1,734790,52485,12,2.01768159866333,1,90534734,6466773,12,56.17025327682495
topspin_14_4.d=015,3 7 8 6 9 0 4 11 12 5 2 1 10 13,0,102359279,7311377,7,18.01679563522339,0,110286367,7877600,7,18.82469630241394,1,1824620,130330,13,3.0286643505096436,0,109462852,7818780,12,66.73127484321594,0,102132787,7295199,7,18.569270372390747,0,110036372,7859744,7,18.933778047561646,1,2737868,195562,13,5.036188364028931,0,109109118,7793514,12,65.98875284194946
