pruning,,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0,topspin_12_4_h0
topspin_12_4.d=2000,10 4 1 0 2 8 6 5 9 7 3 11,0,98951689,8245975,8,17.792340517044067,0,106207828,8850656,8,19.160648822784424,1,72072,6006,10,1.005767822265625,1,339455,28294,10,1.008040428161621,0,98462329,8205194,8,18.26259446144104,0,105741196,8811770,8,18.97790551185608,1,72072,6006,10,1.005810022354126,1,339455,28294,10,1.0079796314239502
topspin_12_4.d=2000,7 5 4 8 6 10 3 9 1 0 2 11,0,98683501,8223626,8,17.550177097320557,0,106278164,8856518,8,18.972517490386963,1,15828,1319,9,1.0033717155456543,1,78792,6569,9,1.0056078433990479,0,98328817,8194069,8,18.344464778900146,0,105607424,8800623,8,18.97389030456543,1,15828,1319,9,1.0035784244537354,1,78792,6569,9,1.0055441856384277
topspin_12_4.d=2000,0 7 3 5 4 9 10 8 6 1 2 11,0,98683501,8223626,8,18.32160973548889,0,106269733,8855815,8,19.07331895828247,1,184872,15406,10,1.0100336074829102,1,769845,64158,10,1.009934902191162,0,98342161,8195180,8,18.221522092819214,0,105716302,8809696,8,18.93660616874695,1,184872,15406,10,1.008521318435669,1,769845,64158,10,1.0088582038879395
topspin_12_4.d=010,3 2 5 4 0 8 9 1 6 7 10 11,1,155965,12997,5,1.004885196685791,1,170142,14181,5,1.0060606002807617,1,84,7,4,1.0042033195495605,1,65,8,5,1.0044870376586914,1,155965,12997,5,1.0046520233154297,1,170142,14181,5,1.005889654159546,1,84,7,4,1.004150152206421,1,65,8,5,1.0042850971221924
topspin_12_4.d=010,4 3 2 7 6 5 0 9 1 10 8 11,0,98967937,8247329,8,17.092020273208618,0,106133790,8844486,8,17.84178924560547,1,66180,5515,9,1.0057270526885986,1,483629,40305,9,1.0090909004211426,0,98427495,8202292,8,18.195028066635132,0,105580051,8798342,8,18.862328052520752,1,66180,5515,9,1.006040096282959,1,483629,40305,9,1.008575677871704
topspin_12_4.d=010,1 3 10 9 7 8 2 6 5 4 0 11,0,98541276,8211773,8,17.06304168701172,0,105725638,8810474,8,18.731256008148193,1,21504,1792,9,1.0036823749542236,1,49194,4104,9,1.0049774646759033,0,98143053,8178588,8,16.923559188842773,0,105350459,8779210,8,17.68822932243347,1,21504,1792,9,1.003904104232788,1,49194,4104,9,1.004875898361206
topspin_12_4.d=010,1 9 8 7 0 6 10 5 3 4 2 11,0,98476585,8206382,8,18.166594982147217,0,105781010,8815089,8,17.92376136779785,1,4284,357,9,1.0029089450836182,1,1182,103,9,1.0045008659362793,0,98029273,8169107,8,16.92934799194336,0,105558896,8796578,8,18.997598886489868,1,4284,357,9,1.0031001567840576,1,1182,103,9,1.004640817642212
topspin_12_4.d=010,8 9 2 6 0 5 4 10 7 3 1 11,0,98348770,8195731,8,17.27087688446045,0,105631688,8802645,8,17.99180555343628,1,3072,256,9,1.003007411956787,1,16572,1385,9,1.0045158863067627,0,98256830,8188070,8,18.226961851119995,0,105546448,8795542,8,17.612200498580933,1,3072,256,9,1.0026726722717285,1,16572,1385,9,1.0046076774597168
topspin_12_4.d=010,4 8 1 9 10 0 3 5 6 7 2 11,0,98342161,8195180,8,17.06777596473694,0,105588141,8799016,8,17.87595248222351,1,15120,1260,9,1.003727912902832,1,26860,2243,9,1.0050480365753174,0,98285274,8190440,8,16.98651385307312,0,105552676,8796060,8,19.001838207244873,1,15120,1260,9,1.0036683082580566,1,26860,2243,9,1.0046045780181885
topspin_12_4.d=010,9 8 7 2 3 4 5 6 10 1 0 11,1,229633,19136,5,1.005321979522705,1,250505,20876,5,1.0067753791809082,1,72,6,5,1.0037164688110352,1,124,11,5,1.0046160221099854,1,229633,19136,5,1.0055205821990967,1,250505,20876,5,1.006720781326294,1,72,6,5,1.0038807392120361,1,124,11,5,1.0044353008270264
topspin_12_4.d=010,3 4 5 10 6 0 2 8 7 9 1 11,0,98143053,8178588,8,16.9112491607666,0,105374725,8781232,8,17.81364107131958,1,185820,15485,10,1.0085093975067139,1,2106554,175551,10,2.014277696609497,0,98285274,8190440,8,18.13766121864319,0,105403346,8783617,8,18.9227192401886,1,185820,15485,10,1.0083668231964111,1,2106554,175551,10,2.014591693878174
topspin_12_4.d=010,0 10 9 8 7 5 2 1 4 3 6 11,0,98086165,8173848,8,16.967437267303467,0,105448147,8787349,8,18.970876932144165,1,38556,3213,9,1.0046241283416748,1,159128,13265,9,1.006873607635498,0,98114609,8176218,8,16.91935110092163,0,105415171,8784601,8,18.901194095611572,1,38556,3213,9,1.0046396255493164,1,159128,13265,9,1.0061054229736328
topspin_12_4.d=010,8 1 2 7 3 0 5 4 9 10 6 11,0,98228389,8185699,8,16.967957496643066,0,105507253,8792276,8,18.568429231643677,1,24024,2002,9,1.0037827491760254,1,97444,8123,9,1.005544662475586,0,98285274,8190440,8,18.199799299240112,0,105521573,8793467,8,17.604353666305542,1,24024,2002,9,1.0035955905914307,1,97444,8123,9,1.0055632591247559
topspin_12_4.d=015,5 1 8 6 3 2 0 4 7 10 9 11,0,98313721,8192811,8,16.98884630203247,0,105573208,8797771,8,18.45051598548889,1,29772,2481,9,1.0041863918304443,1,351329,29282,9,1.0081446170806885,0,98256830,8188070,8,16.981371641159058,0,105665283,8805445,8,19.03955054283142,1,29772,2481,9,1.0041627883911133,1,351329,29282,9,1.007967472076416
topspin_12_4.d=015,5 1 6 0 7 3 8 10 4 2 9 11,0,98342161,8195180,8,17.024468421936035,0,105753019,8812755,8,18.696328163146973,1,407160,33930,11,1.0112879276275635,1,2657306,221448,11,2.0167829990386963,0,98430399,8202534,8,16.95788812637329,0,105649734,8804149,8,17.879340648651123,1,407160,33930,11,1.0113964080810547,1,2657306,221448,11,2.016864538192749
topspin_12_4.d=015,4 10 9 2 6 8 0 1 5 3 7 11,0,98455938,8204662,8,17.035178661346436,0,105659068,8804926,8,17.905218601226807,1,102624,8552,10,1.0070736408233643,1,757494,63128,10,1.0099174976348877,0,98256830,8188070,8,17.011561393737793,0,105537741,8794815,8,18.97254729270935,1,102624,8552,10,1.0074710845947266,1,757494,63128,10,1.0096569061279297
topspin_12_4.d=015,0 6 5 1 2 9 4 8 3 7 10 11,0,98334613,8194551,8,18.20516276359558,0,105604937,8800416,8,17.957409620285034,1,24852,2071,9,1.0036747455596924,1,29806,2489,9,1.0046374797821045,0,98313721,8192811,8,17.050350427627563,0,105515967,8793001,8,17.80113983154297,1,24852,2071,9,1.004499912261963,1,29806,2489,9,1.0039393901824951
topspin_12_4.d=015,5 4 0 9 1 8 6 10 2 3 7 11,0,98313721,8192811,8,18.36152982711792,0,105747418,8812289,8,17.72075343132019,1,54300,4525,9,1.0052196979522705,1,373331,31114,9,1.0080227851867676,0,98287597,8190633,8,18.277016401290894,0,105530895,8794245,8,18.964699745178223,1,54300,4525,9,1.0055444240570068,1,373331,31114,9,1.0076839923858643
topspin_12_4.d=015,9 10 8 3 4 1 2 5 0 6 7 11,0,98427495,8202292,8,17.048407316207886,0,105741816,8811822,8,17.94263768196106,1,181572,15131,10,1.0087523460388184,1,3068655,255725,10,2.019277572631836,0,98256830,8188070,8,18.25162363052368,0,105494188,8791186,8,18.93843960762024,1,181572,15131,10,1.0080432891845703,1,3068655,255725,10,2.019068956375122
topspin_12_4.d=015,6 2 4 0 8 3 10 9 7 5 1 11,0,98370611,8197551,8,17.09420680999756,0,105583284,8798610,8,18.9719717502594,1,223452,18621,11,1.0084359645843506,1,3660403,305037,11,3.0194220542907715,0,98257663,8188139,8,18.30124831199646,0,105479879,8789994,8,17.69758439064026,1,223452,18621,11,1.0086333751678467,1,3660403,305037,11,3.0207679271698
topspin_12_4.d=015,8 3 1 6 10 9 4 7 5 2 0 11,0,98342161,8195180,8,17.03099799156189,0,105585031,8798756,8,17.914820671081543,1,2508,209,9,1.0031769275665283,1,54183,4519,9,1.0058469772338867,0,98313721,8192811,8,18.02557110786438,0,105601828,8800156,8,17.80808997154236,1,2508,209,9,1.002851963043213,1,54183,4519,9,1.0051565170288086
topspin_12_4.d=015,10 7 0 2 1 6 4 5 8 9 3 11,0,98313721,8192811,8,16.980197429656982,0,105604937,8800416,8,18.155277013778687,1,62772,5231,9,1.0053725242614746,1,298614,24889,9,1.007411241531372,0,98342161,8195180,8,18.230003595352173,0,105674612,8806223,8,19.158356428146362,1,62772,5231,9,1.0055675506591797,1,298614,24889,9,1.007730484008789
topspin_12_4.d=015,1 3 7 2 4 0 8 10 6 5 9 11,0,98342746,8195229,8,17.68977999687195,0,105689549,8807467,8,17.82007932662964,1,136704,11392,11,1.0074353218078613,1,362527,30216,11,1.0080158710479736,0,98411281,8200941,8,17.409258365631104,0,105637913,8803164,8,19.033615350723267,1,136704,11392,11,1.0076119899749756,1,362527,30216,11,1.0079357624053955
topspin_12_4.d=005,8 4 5 10 9 7 0 1 2 3 6 11,1,3245977,270498,6,1.0195560455322266,1,3541062,295090,6,1.0203945636749268,1,924,77,6,1.0028541088104248,1,3689,309,6,1.004652976989746,1,3245977,270498,6,1.019146203994751,1,3541062,295090,6,1.0208511352539062,1,924,77,6,1.0027239322662354,1,3689,309,6,1.0047047138214111
topspin_12_4.d=005,8 4 3 2 9 5 6 10 1 0 7 11,1,679537,56628,6,1.0078136920928955,1,741310,61778,6,1.0096869468688965,1,792,66,6,1.0040671825408936,1,309,28,6,1.0046179294586182,1,679537,56628,6,1.0085031986236572,1,741310,61778,6,1.0091545581817627,1,792,66,6,1.0026757717132568,1,309,28,6,1.0043890476226807
topspin_12_4.d=005,7 6 9 8 0 2 10 1 5 4 3 11,1,851185,70932,6,1.0089173316955566,1,928562,77382,6,1.0097393989562988,1,360,30,6,1.0036497116088867,1,433,38,6,1.0042848587036133,1,851185,70932,6,1.0087790489196777,1,928562,77382,6,1.0090610980987549,1,360,30,6,1.0027520656585693,1,433,38,6,1.004594087600708
topspin_12_4.d=005,0 7 6 2 1 8 5 10 9 3 4 11,1,674689,56224,6,1.008310079574585,1,736022,61338,6,1.0090229511260986,1,408,34,6,1.0030450820922852,1,25,5,5,1.0045034885406494,1,674689,56224,6,1.0084316730499268,1,736022,61338,6,1.0092542171478271,1,408,34,6,1.0031766891479492,1,25,5,5,1.0045888423919678
topspin_12_4.d=005,8 7 1 0 4 5 6 9 2 3 10 11,1,2897581,241465,6,1.0181210041046143,1,3160994,263418,6,1.0174708366394043,1,216,18,6,1.0026016235351562,1,253,23,6,1.0042226314544678,1,2897581,241465,6,1.0182631015777588,1,3160994,263418,6,1.0186951160430908,1,216,18,6,1.00264310836792,1,253,23,6,1.004342794418335
topspin_12_4.d=005,0 1 5 3 8 7 6 4 10 9 2 11,1,1156201,96350,6,1.0099470615386963,1,1261308,105112,6,1.0114774703979492,1,60,5,5,1.0028033256530762,1,23,5,5,1.0048902034759521,1,1156201,96350,6,1.0099351406097412,1,1261308,105112,6,1.0108542442321777,1,60,5,5,1.0027246475219727,1,23,5,5,1.0044035911560059
topspin_12_4.d=005,1 5 4 3 2 0 8 10 9 7 6 11,1,704581,58715,6,1.0084664821624756,1,768630,64054,6,1.0099823474884033,1,408,34,6,1.0030491352081299,1,713,61,6,1.0043089389801025,1,704581,58715,6,1.0088300704956055,1,768630,64054,6,1.0100364685058594,1,408,34,6,1.0038142204284668,1,713,61,6,1.0045101642608643
topspin_12_4.d=005,0 10 9 2 1 6 7 3 4 5 8 11,1,1264273,105356,6,1.011296272277832,1,1379203,114935,6,1.0107300281524658,1,1224,102,6,1.0033564567565918,1,5262,440,6,1.0044782161712646,1,1264273,105356,6,1.011056900024414,1,1379203,114935,6,1.0110993385314941,1,1224,102,6,1.0031282901763916,1,5262,440,6,1.0048298835754395
topspin_12_4.d=005,0 1 2 9 4 5 7 8 3 6 10 11,1,1377877,114823,6,1.0118482112884521,1,1503136,125264,6,1.0116350650787354,1,216,18,6,1.0026016235351562,1,447,40,6,1.004244089126587,1,1377877,114823,6,1.0113883018493652,1,1503136,125264,6,1.0120182037353516,1,216,18,6,1.0029888153076172,1,447,40,6,1.0046424865722656
topspin_12_4.d=005,8 3 2 10 9 4 1 7 6 5 0 11,1,661945,55162,6,1.008406400680542,1,722118,60178,6,1.0096032619476318,1,408,34,6,1.0033433437347412,1,161,15,6,1.0042996406555176,1,661945,55162,6,1.0080225467681885,1,722118,60178,6,1.0090606212615967,1,408,34,6,1.0028603076934814,1,161,15,6,1.0044856071472168
topspin_12_4.d=2000000,10 0 5 4 1 9 8 7 3 6 2 11,0,96161226,8013436,8,17.66862201690674,0,103289822,8607488,8,17.80989360809326,1,300,25,8,1.0029211044311523,1,2287,195,8,1.004265546798706,0,96555967,8046331,8,17.74810767173767,0,103595930,8632998,8,18.63867735862732,1,300,25,8,1.002577543258667,1,2287,195,8,1.004316806793213
topspin_12_4.d=2000000,8 10 6 3 1 2 4 7 0 5 9 11,0,96151937,8012662,8,16.923418283462524,0,105774175,8814517,8,18.973742485046387,1,818160,68180,12,2.0185940265655518,1,38032767,3169404,12,23.09424114227295,0,96464832,8038736,8,17.156876802444458,0,103623311,8635279,8,18.60903000831604,1,1116384,93032,12,2.0210800170898438,1,38032767,3169404,12,24.09569239616394
topspin_12_4.d=2000000,2 3 7 10 6 0 5 9 1 8 4 11,0,98550565,8212547,8,17.87181854248047,0,105988194,8832354,8,17.512784004211426,1,33432,2786,9,1.004225492477417,1,133682,11143,9,1.0057306289672852,0,98427495,8202292,8,18.156546354293823,0,106271917,8855996,8,17.49874472618103,1,33432,2786,9,1.004380226135254,1,133682,11143,9,1.0059986114501953
topspin_12_4.d=2000000,1 5 6 4 10 0 9 8 7 2 3 11,0,98655053,8221255,8,16.791520595550537,0,105924107,8827013,8,17.44213318824768,1,63972,5331,10,1.0052714347839355,1,624261,52024,10,1.009977102279663,0,98778121,8231510,8,16.772905111312866,0,106191646,8849309,8,17.739352226257324,1,63972,5331,10,1.0053300857543945,1,624261,52024,10,1.0093228816986084
topspin_12_4.d=2000000,9 7 2 1 10 6 8 0 4 5 3 11,0,98399053,8199921,8,16.721752166748047,0,105670878,8805912,8,17.622802019119263,1,193332,16111,10,1.0081136226654053,1,2136496,178046,10,2.0151944160461426,0,98797273,8233107,8,18.163198947906494,0,105963929,8830332,8,19.159740924835205,1,193332,16111,10,1.0104007720947266,1,2136496,178046,10,2.015260696411133
topspin_12_4.d=2000000,9 7 0 10 4 6 5 8 2 3 1 11,0,98399053,8199921,8,17.28810143470764,0,105789063,8815759,8,18.18885374069214,1,226968,18914,11,1.008606195449829,1,1475327,122950,11,1.0148391723632812,0,98677693,8223141,8,17.85322070121765,0,105899221,8824939,8,19.049174785614014,1,226968,18914,11,1.0087800025939941,1,1475327,122950,11,1.0126378536224365
topspin_12_4.d=2000000,6 7 0 3 10 4 8 9 5 1 2 11,0,98512831,8209403,8,17.125654697418213,0,105689549,8807467,8,18.125409841537476,1,138996,11583,10,1.0082063674926758,1,240574,20054,10,1.0067448616027832,0,98313721,8192811,8,18.30393958091736,0,105667774,8805653,8,18.72034001350403,1,138996,11583,10,1.007836103439331,1,240574,20054,10,1.0070421695709229
topspin_12_4.d=2000000,3 10 4 2 7 5 6 9 0 1 8 11,0,98370611,8197551,8,17.053202867507935,0,105512853,8792742,8,18.07012701034546,1,95364,7947,10,1.0065343379974365,1,186180,15518,10,1.0070788860321045,0,98399053,8199921,8,16.99215865135193,0,106350930,8862581,8,17.97789430618286,1,95364,7947,10,1.0066869258880615,1,186180,15518,10,1.0064189434051514
topspin_12_4.d=2000000,6 2 7 4 1 10 0 9 8 3 5 11,0,98199937,8183329,8,17.093385934829712,0,105463700,8788646,8,18.21710777282715,1,295968,24664,11,1.0095300674438477,1,1848656,154060,11,2.0133512020111084,0,98797273,8233107,8,17.13895845413208,0,105935940,8827999,8,17.96771240234375,1,295968,24664,11,1.0093293190002441,1,1848656,154060,11,2.015806198120117
topspin_12_4.d=2000000,7 5 2 9 4 8 0 10 6 1 3 11,0,98313721,8192811,8,18.401329040527344,0,105576320,8798031,8,19.116658210754395,1,49764,4147,10,1.004631519317627,1,615575,51302,10,1.0093164443969727,0,98768833,8230736,8,18.33242416381836,0,106048549,8837383,8,19.09367275238037,1,49764,4147,10,1.0047857761383057,1,615575,51302,10,1.0095453262329102
