pruning,15-puzzle_h2,15-puzzle_h2,15-puzzle_h0,15-puzzle_h0,15-puzzle_h1,15-puzzle_h1
algorithm,astar,idastart,astar,idastart,astar,idastart
count,100,100,100,100,100,100
unique,1,1,1,1,1,1
top,False,False,False,False,False,False
freq,100,100,100,100,100,100
